30cfd9c7-8349-4356-908d-3c9c20975d93,1519,33,1415,+,LS483309.617147.618686,1540,53,1490,439,1442,0,tp:A:P,cm:i:48,s1:i:428,s2:i:428,dv:f:0.0924,rl:i:550
30cfd9c7-8349-4356-908d-3c9c20975d93,1519,33,1415,+,CP012119.2577982.2579535,1554,60,1497,439,1445,0,tp:A:S,cm:i:48,s1:i:428,dv:f:0.0924,rl:i:550
30cfd9c7-8349-4356-908d-3c9c20975d93,1519,33,1415,+,CP000253.448819.450374,1556,61,1499,439,1443,0,tp:A:S,cm:i:48,s1:i:427,dv:f:0.0924,rl:i:550
30cfd9c7-8349-4356-908d-3c9c20975d93,1519,33,1415,+,CP025495.2064218.2065771,1554,60,1497,434,1445,0,tp:A:S,cm:i:47,s1:i:423,dv:f:0.0938,rl:i:550
30cfd9c7-8349-4356-908d-3c9c20975d93,1519,33,1415,+,CP021105.2171793.2173349,1557,61,1498,427,1442,0,tp:A:S,cm:i:48,s1:i:416,dv:f:0.0924,rl:i:550
30cfd9c7-8349-4356-908d-3c9c20975d93,1519,33,1415,+,LT699704.558266.559795,1530,53,1488,427,1440,0,tp:A:S,cm:i:48,s1:i:416,dv:f:0.0924,rl:i:550
21262fd3-8e25-4695-a8c5-55ceb70e23ef,1527,51,1380,+,FPID01000610.6.1481,1476,58,1377,432,1342,0,tp:A:P,cm:i:44,s1:i:429,s2:i:415,dv:f:0.0961,rl:i:539
21262fd3-8e25-4695-a8c5-55ceb70e23ef,1527,10,1380,+,FPID01000228.6.1490,1485,18,1387,421,1390,0,tp:A:S,cm:i:43,s1:i:415,dv:f:0.0994,rl:i:539
21262fd3-8e25-4695-a8c5-55ceb70e23ef,1527,51,1380,+,FPID01000470.5.1506,1502,70,1403,415,1352,0,tp:A:S,cm:i:44,s1:i:410,dv:f:0.0961,rl:i:539
21262fd3-8e25-4695-a8c5-55ceb70e23ef,1527,41,1380,+,CP006245.6119651.6121179,1529,71,1414,414,1358,0,tp:A:S,cm:i:44,s1:i:410,dv:f:0.0965,rl:i:539
21262fd3-8e25-4695-a8c5-55ceb70e23ef,1527,51,1380,+,FPID01000234.5.1501,1497,74,1398,412,1345,0,tp:A:S,cm:i:43,s1:i:408,dv:f:0.0976,rl:i:539
21262fd3-8e25-4695-a8c5-55ceb70e23ef,1527,41,1380,+,CP031659.720321.721856,1536,71,1422,414,1365,0,tp:A:S,cm:i:44,s1:i:408,dv:f:0.0965,rl:i:539
719ad5c7-0d18-47a3-950b-c0377dc89c5c,1586,34,1483,+,CP029658.2544628.2546160,1533,52,1478,521,1457,3,tp:A:P,cm:i:59,s1:i:514,s2:i:500,dv:f:0.0843,rl:i:566
