read_id	alignment_genome	alignment_genome_start	alignment_genome_end	alignment_strand_start	alignment_strand_end	alignment_num_insertions	alignment_num_deletions	alignment_num_aligned	alignment_num_correct	alignment_identity	alignment_accuracy	alignment_score
e8051bc9-e05e-4d3f-81a0-b119a17a7c55	Staphylococcus_aureus_16S_5	260	1520	223	1472	58	69	1191	983	0.825357	0.745827	600
0f17be09-b6fe-459c-af6c-9f20781252d8	Escherichia_coli_16S_5	242	1508	192	1424	31	65	1201	1029	0.856786	0.793369	926
e9f75ff8-f591-4a51-9575-0ce2148a93ce	Staphylococcus_aureus_16S_2	303	1419	357	1424	56	105	1011	834	0.824926	0.711604	306
f5550827-e064-427a-a1f1-a9ab844fcc00	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7efdd36c-091e-4837-bf02-f1129c1f09ee	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
b7ea4e28-de7d-4ca6-a643-e72c4e701077	Pseudomonas_aeruginosa_16S_4	19	1441	0	1398	34	58	1364	1150	0.843108	0.789835	1036
bd19d119-1261-4959-9348-4067ba1c1116	Staphylococcus_aureus_16S_1	251	1421	208	1334	42	86	1084	890	0.821033	0.734323	504
1be4a200-7e18-4017-8c12-3bddb5973851	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
385af281-0add-4e5b-ad7f-c741a9b4b209	Salmonella_enterica_16S_1	236	1409	208	1365	57	73	1100	891	0.81	0.72439	398
9123211d-feaf-4ef5-a760-51f8d9b35d90	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2f73006f-8814-4132-a5b8-93b539c1f1b7	Enterococcus_faecalis_16S_3	328	1518	283	1422	65	116	1074	879	0.818436	0.700398	244
df52c8a3-ee46-4aed-aeb9-2437073949b0	Staphylococcus_aureus_16S_3	251	1419	206	1329	45	90	1078	883	0.819109	0.727947	436
24e42a5f-1894-489e-8b4c-f3a357e94986	Enterococcus_faecalis_16S_4	259	1437	220	1404	84	78	1100	925	0.840909	0.732964	522
6e1a07c7-6a2e-42a5-972c-ca6f9eaf5191	Escherichia_coli_16S_1	244	1508	210	1449	72	97	1167	936	0.802057	0.700599	250
b08af6b8-4c22-455a-92ca-93d13940382c	*	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3289d761-af29-4d81-8898-d0fb67946f0b	Staphylococcus_aureus_16S_1	303	1431	251	1317	43	105	1023	843	0.824047	0.719898	374
718c3688-7c4d-41ff-bad1-8165eae7f36e	Bacillus_subtilis_16S_7	250	1446	202	1347	32	83	1113	900	0.808625	0.732899	504
b492614f-0278-4a3c-8151-300db917034f	Bacillus_subtilis_16S_3	29	1518	0	1405	39	123	1366	1226	0.897511	0.802356	1192
db0cbd80-6cb7-4806-89e7-8d13a948f928	Enterococcus_faecalis_16S_1	265	1425	215	1361	61	75	1085	903	0.832258	0.739558	490
ce95709c-95fe-4d88-b5ad-1435d82c4c52	Bacillus_subtilis_16S_9	28	1518	0	1452	70	108	1382	1179	0.853111	0.755769	802
9c203afa-6be1-4701-87b1-df62cb0acfd5	Bacillus_subtilis_16S_4	57	1518	36	1487	45	55	1406	1295	0.921053	0.859894	1670
b3a764e3-4739-4775-90e4-b8ada100a217	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9fb32bcf-21d8-448c-b21b-a3db8028e501	Bacillus_subtilis_16S_7	506	1518	462	1470	50	54	958	857	0.894572	0.806968	842
6981db29-86e7-4d6f-89a6-37b53e8b2c60	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
644d665f-877f-4dae-953f-309aac094221	Bacillus_subtilis_16S_7	31	1518	1	1478	100	110	1377	1185	0.860566	0.746692	710
