read_id	alignment_genome	alignment_genome_start	alignment_genome_end	alignment_strand_start	alignment_strand_end	alignment_num_insertions	alignment_num_deletions	alignment_num_aligned	alignment_num_correct	alignment_identity	alignment_accuracy	alignment_score
a94c0d96-7b64-4783-96e8-ba2edd9b94ec	Bacillus_subtilis_16S_6	241	1518	201	1454	34	58	1219	1096	0.899098	0.836003	1312
b49261b4-4874-42e5-80ea-5bf0fc419d79	Bacillus_subtilis_16S_5	319	1518	294	1473	44	64	1135	965	0.85022	0.776348	754
cd285e4d-6908-4173-9989-8318d9e49632	Enterococcus_faecalis_16S_2	234	1433	156	1338	33	50	1149	976	0.849434	0.792208	850
81cb0e08-f276-4f6e-8272-bd05d67d7db9	Escherichia_coli_16S_3	31	1508	3	1474	86	92	1385	1170	0.844765	0.74856	756
e083e8bb-e1d3-47fc-9c78-986e55d03803	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4d68240d-5181-4fb0-8f04-8574ab255b9c	Listeria_monocytogenes_16S_2	222	1513	256	1547	56	56	1235	1022	0.82753	0.758723	676
2ffb13bd-24b6-4097-9af6-23460aef1062	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
e1efc216-c599-48a7-a66b-c367c250c3e6	*	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7a38615a-1310-4f47-aabe-880ced69273f	Salmonella_enterica_16S_5	235	1501	177	1406	51	88	1178	1015	0.86163	0.770691	856
8031724e-72a4-417f-9100-9355ae89a866	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5b4d05f7-cf57-48c9-80b2-009e80090ba6	Salmonella_enterica_16S_1	239	1501	203	1431	57	91	1171	963	0.822374	0.730099	470
03951652-442a-42cf-ba6f-789461051910	Bacillus_subtilis_16S_6	29	1485	0	1406	53	103	1353	1125	0.831486	0.745527	702
8df9fb4c-5cd3-4c00-ac48-a33799bbe898	Salmonella_enterica_16S_5	252	1417	221	1346	40	80	1085	929	0.856221	0.770954	702
da32f9b0-8856-48a8-8d66-a0f4da0ed210	*	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
6e65954e-e858-4d2b-8e49-fb5c82eccf2b	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1e04f759-e9df-4211-a82c-8bb205d11269	Listeria_monocytogenes_16S_2	28	1416	0	1379	59	68	1320	1132	0.857576	0.782308	942
897ce19b-3c38-4d27-8443-c44f7200787a	Escherichia_coli_16S_3	28	1508	0	1465	46	61	1419	1213	0.854827	0.794889	1164
0a08783d-d9cb-4a4f-9627-4e6675705015	Pseudomonas_aeruginosa_16S_3	488	1486	458	1441	47	62	936	766	0.818376	0.733014	386
659caea6-4806-42a9-b325-56e71bf359ad	Pseudomonas_aeruginosa_16S_2	23	1394	4	1385	63	53	1318	1112	0.843703	0.775453	848
e604c32a-54c4-40d8-abe8-14a9fe269b69	Listeria_monocytogenes_16S_5	254	1438	259	1420	47	70	1114	900	0.807899	0.731113	430
f6920b29-41e3-4798-acba-3dafea735892	Enterococcus_faecalis_16S_2	107	1526	64	1406	50	127	1292	1067	0.825851	0.726344	508
e9a6f2fe-4b68-4e33-85c0-34426505ae28	Pseudomonas_aeruginosa_16S_1	231	1422	230	1401	51	71	1120	943	0.841964	0.759259	630
b1718366-8284-4faf-aa82-94c1d38ed784	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9da66171-01bb-4d80-9baf-b377c5f5fdad	Bacillus_subtilis_16S_2	29	1518	0	1513	115	91	1398	1251	0.89485	0.779925	1086
c2502c85-f15a-482b-a49c-effa707b9fc8	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
bedcdf68-499e-47fd-8c4b-bbae0c9e4146	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
cd8ea217-4cf8-45b8-993a-032e1683ad8b	Pseudomonas_aeruginosa_16S_4	231	1337	190	1260	37	73	1033	837	0.810261	0.732283	374
eab1052a-3bfc-4222-b724-de22e743cb5a	Salmonella_enterica_16S_5	235	1499	189	1411	40	82	1182	996	0.84264	0.763804	732
6a2d72e6-c94a-4b13-90dc-bfcf5667eb80	Salmonella_enterica_16S_1	235	1501	213	1471	63	71	1195	962	0.805021	0.723853	408
