read_id	alignment_genome	alignment_genome_start	alignment_genome_end	alignment_strand_start	alignment_strand_end	alignment_num_insertions	alignment_num_deletions	alignment_num_aligned	alignment_num_correct	alignment_identity	alignment_accuracy	alignment_score
b2946ac9-6c1c-416d-a715-04b894cfb12c	Listeria_monocytogenes_16S_6	235	1420	179	1318	37	83	1102	925	0.839383	0.756956	630
f882ebf3-6467-4bcf-886d-18ab305a0a6d	Salmonella_enterica_16S_5	236	1409	211	1379	47	52	1121	913	0.814451	0.748361	532
c5aa2870-94bf-45f3-a9af-ac6670f31ee9	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9b21f92b-81bb-4724-92d7-5ee1bac100e9	Salmonella_enterica_16S_1	235	1409	203	1353	59	83	1091	887	0.813016	0.719384	370
e27e6d10-6da9-4e1d-b8fa-3620262ebb5f	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
76accaab-6075-44e3-a8b3-dc7ae3409967	Bacillus_subtilis_16S_3	253	1466	199	1372	44	84	1129	923	0.817538	0.734288	506
d2c5c2f9-8c75-4126-85b3-789632e452d4	Staphylococcus_aureus_16S_3	251	1520	205	1450	50	74	1195	987	0.825941	0.748294	610
889895ab-9ceb-4782-ac56-836ad10f2a6c	Escherichia_coli_16S_5	242	1508	213	1425	53	107	1159	939	0.810181	0.711903	350
75b43563-f024-4ba0-8d7e-78dbfed6114d	Salmonella_enterica_16S_1	235	1501	209	1461	70	84	1182	990	0.837563	0.741018	552
fc71af9a-7830-4dbc-a733-3e941616ab82	Enterococcus_faecalis_16S_1	268	1526	217	1434	48	89	1169	995	0.851155	0.761868	708
5ffe1e78-929b-4d1a-9234-32f4a8af5055	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9306a4d4-5d42-4160-bfe8-70d197fa54f6	Bacillus_subtilis_16S_7	33	1422	4	1395	101	99	1290	1089	0.844186	0.730873	554
b16803f1-bf3c-4629-8b60-5c406a8d5a94	Salmonella_enterica_16S_5	244	1382	212	1316	69	103	1035	868	0.838647	0.719138	392
11016c1a-477c-4e08-b536-29409d677a53	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
6c4ab7ee-4dee-458e-86c7-44cd4a92704b	Salmonella_enterica_16S_6	239	1402	213	1347	51	80	1083	894	0.825485	0.736409	498
403bba8c-2e71-4f18-a37e-1021ac203a3f	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
d4f28794-1e93-44eb-8b90-a033ed1e8a5b	Listeria_monocytogenes_16S_2	251	1428	173	1306	49	93	1084	933	0.860701	0.761011	686
9f33bdac-dcd6-44ad-84af-bb0cd952d46e	Bacillus_subtilis_16S_3	78	1518	52	1486	41	47	1393	1289	0.925341	0.870358	1758
849857b8-8049-4f5e-b936-cb0f785ca232	Staphylococcus_aureus_16S_4	251	1431	193	1357	68	84	1096	911	0.831204	0.729968	450
68bae389-426c-46e8-aa8b-8928137299af	Staphylococcus_aureus_16S_6	251	1419	199	1323	45	89	1079	885	0.820204	0.729596	410
24262b69-5dbe-49ee-ac62-545a3d7e21bb	Bacillus_subtilis_16S_3	30	1417	0	1341	56	102	1285	1090	0.848249	0.755371	764
071bd827-741a-4581-83c5-0e28770584e2	Bacillus_subtilis_16S_3	255	1429	216	1371	59	78	1096	925	0.843978	0.750203	592
6cc0dcb6-760c-427e-ab1d-34b8c62f5c1d	Enterococcus_faecalis_16S_2	303	1416	378	1467	41	65	1048	869	0.829198	0.753033	550
cea9f630-a670-41e4-8340-bc511dfd91d7	*	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2e324a85-c21e-4c88-8711-43ed95cbe830	Bacillus_subtilis_16S_5	304	1518	262	1476	67	67	1147	999	0.870968	0.779859	858
0420b089-207f-485f-92a5-e8538333e084	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
79aea3f0-d726-4e07-a841-ecc5b97923e6	*	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
6d409d30-933c-4cc8-8210-edf321e94b91	Pseudomonas_aeruginosa_16S_2	223	1494	174	1418	65	92	1179	1025	0.869381	0.767216	784
4fcefc8a-674f-486f-8f42-b17ab9bc1d7c	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
54d15cd9-8c86-4aaa-b0b2-0a9fc57b8b57	Pseudomonas_aeruginosa_16S_4	22	1494	2	1470	80	84	1388	1168	0.841499	0.752577	736
