read_id	alignment_genome	alignment_genome_start	alignment_genome_end	alignment_strand_start	alignment_strand_end	alignment_num_insertions	alignment_num_deletions	alignment_num_aligned	alignment_num_correct	alignment_identity	alignment_accuracy	alignment_score
eaaf13bd-a3a2-467f-8b25-d3c5901e949f	Pseudomonas_aeruginosa_16S_4	223	1488	172	1410	39	66	1199	1057	0.881568	0.810583	1100
d0324e12-7904-483c-a9b0-1804e1cfa2e4	Pseudomonas_aeruginosa_16S_2	21	1406	2	1275	53	165	1220	1021	0.836885	0.710014	362
b6f9642d-fe39-4aef-a2bf-85beb4d2dd3b	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
96f06be1-b72c-4fa2-a19b-9a061b218780	Bacillus_subtilis_16S_2	29	1506	0	1446	52	83	1394	1164	0.835007	0.761282	839
dd81e3d9-9327-4a81-9750-0b29089e8f45	Listeria_monocytogenes_16S_3	251	1416	196	1298	66	129	1036	871	0.840734	0.707555	324
9b360af9-ad24-444f-8eb3-717ae6d26e9f	Salmonella_enterica_16S_4	244	1501	214	1454	70	87	1170	960	0.820513	0.723436	394
44b8e7ba-e508-4759-bf65-8085455f6b64	*	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
b1734de8-95b7-4dae-ab7c-e57c1e8bcdb0	Pseudomonas_aeruginosa_16S_2	223	1494	178	1395	38	92	1179	1023	0.867684	0.781513	894
21fad38c-e5e0-4069-a3a7-869c40f8d2b1	Pseudomonas_aeruginosa_16S_4	223	1494	200	1446	53	78	1193	1048	0.878458	0.791541	926
be66c4ba-3659-4b4f-bcf6-d16fc0c6108e	*	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
bbfbcde0-8525-4933-8816-3d4133882f19	Listeria_monocytogenes_16S_3	29	1517	0	1483	50	55	1433	1311	0.914864	0.852406	1660
968a8388-0aee-4fa7-859a-2c56d3f54625	*	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
