read_id	alignment_genome	alignment_genome_start	alignment_genome_end	alignment_strand_start	alignment_strand_end	alignment_num_insertions	alignment_num_deletions	alignment_num_aligned	alignment_num_correct	alignment_identity	alignment_accuracy	alignment_score
445a6cd7-6346-4aec-9d57-2182c942e731	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3ec31da3-9f25-4197-9cf9-16ab5d762904	Salmonella_enterica_16S_2	236	1501	183	1427	83	104	1161	933	0.803618	0.692137	208
de8b7dc0-3596-468b-8d38-491413311e74	Pseudomonas_aeruginosa_16S_3	18	1402	1	1350	53	88	1296	1102	0.850309	0.766875	834
c4476a2a-8d32-4b9a-b62f-8e71a540f52d	Salmonella_enterica_16S_2	239	1237	357	1398	105	62	936	765	0.817308	0.693563	196
438e8a81-2dd9-485e-bc0a-fa10f4d4643d	*	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
0ddc8637-e31d-4935-97e8-a2b052696806	Salmonella_enterica_16S_3	247	1501	199	1432	54	75	1179	974	0.826124	0.744648	586
71f3c4ab-de90-4e25-bbd6-6743a1350923	Pseudomonas_aeruginosa_16S_2	223	1494	182	1453	86	86	1185	1041	0.878481	0.767133	794
fd02a984-628c-4f16-8166-f7d60240854a	Pseudomonas_aeruginosa_16S_2	22	1494	3	1421	65	119	1353	1170	0.864745	0.761223	913
a80d2b40-d955-4378-b61c-c4650ea2843d	Listeria_monocytogenes_16S_4	235	1517	202	1463	51	72	1210	1029	0.850413	0.771943	816
5daf390c-2adf-4989-8e63-11d4d37a9455	Bacillus_subtilis_16S_4	250	1506	205	1418	40	83	1173	971	0.827792	0.749228	644
a077ad2d-438b-477e-a17e-2998cc9968a2	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
6cb4fed7-725f-466b-a576-bbe417fd1eed	Escherichia_coli_16S_3	242	1425	216	1369	54	84	1099	900	0.818926	0.727567	400
babd7985-8f6a-4864-915d-c1b609ca5cba	Bacillus_subtilis_16S_1	253	1518	199	1410	45	99	1166	980	0.84048	0.748092	612
adb65dd8-a412-4fe7-82a8-0a585a8624ea	Bacillus_subtilis_16S_6	234	1518	182	1447	47	66	1218	1024	0.840723	0.769346	786
6831f1a9-116d-4c60-950b-68620320f5e9	Listeria_monocytogenes_16S_2	239	1420	199	1348	57	89	1092	909	0.832418	0.734249	466
4a57ed1e-c8b8-4410-8082-4355efd0e53a	Bacillus_subtilis_16S_7	101	1518	58	1473	52	54	1363	1168	0.856933	0.795099	1040
62ea19f4-b2f3-4acb-bf7f-5670fd261e7c	Bacillus_subtilis_16S_7	28	1425	0	1410	100	87	1310	1154	0.880916	0.770875	862
13cb7400-38b4-4705-b824-9cd2dc04ec0b	Bacillus_subtilis_16S_6	233	1417	165	1308	49	90	1094	909	0.830896	0.737226	497
3b157d68-50cf-4a3d-a262-4f546f150d2d	Bacillus_subtilis_16S_2	251	1518	176	1431	41	53	1214	1086	0.894563	0.830275	1272
d4efdecc-e9ee-4e0d-85f5-27c59b65c35d	Bacillus_subtilis_16S_9	33	1518	4	1470	73	92	1393	1181	0.847811	0.758023	784
0c0f60fe-5b4e-4c22-918c-cc6aba8b7069	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3daef23c-f49e-4a90-a006-dd5d21b8332a	Listeria_monocytogenes_16S_2	32	1517	4	1499	84	74	1411	1225	0.868179	0.780752	1030
bed4df3d-c835-41e2-86ba-89b1d041ca95	Bacillus_subtilis_16S_10	234	1518	235	1593	127	53	1231	1091	0.886271	0.77321	898
a2de2416-8be8-4d17-90a8-77e53ffe216f	Escherichia_coli_16S_3	242	1508	176	1376	45	111	1155	974	0.84329	0.742944	604
484a8c1a-6126-447d-b9a1-6557e0be4e07	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7510f5be-1f3d-47b3-b3bc-0da992dd1df1	Enterococcus_faecalis_16S_4	258	1526	217	1467	54	72	1196	1019	0.852007	0.770802	762
35f3793b-c03a-4260-bcf9-ff52c58a7d88	Staphylococcus_aureus_16S_1	96	1430	61	1387	61	69	1265	1019	0.805534	0.730466	486
63bd24bb-3d7b-4f3a-a9b7-51eee589236d	Salmonella_enterica_16S_4	242	1414	220	1367	32	57	1115	968	0.868161	0.803987	910
998e80ae-f5dc-48a6-b289-c69660048b96	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
d974c5fc-6fb7-4125-98ca-17eb1e285b1c	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2ca1d8ec-990e-4e20-912b-ab266605744f	Pseudomonas_aeruginosa_16S_4	22	1494	3	1415	45	105	1367	1187	0.868325	0.782465	1050
00975204-32be-4967-b7e6-7d7e3c8145ae	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
74e0c9d5-8ac1-4aba-97ed-5837bbff342d	Enterococcus_faecalis_16S_4	110	1425	70	1359	65	91	1224	1026	0.838235	0.743478	596
6c181c83-291c-42b7-bb18-5dfc1c539d38	Bacillus_subtilis_16S_10	36	1393	10	1322	63	108	1249	1056	0.845476	0.743662	610
fe3701a6-23bf-4fd8-9a35-df687f706917	Escherichia_coli_16S_7	287	1409	248	1325	36	81	1041	877	0.842459	0.75734	628
