read_id	alignment_genome	alignment_genome_start	alignment_genome_end	alignment_strand_start	alignment_strand_end	alignment_num_insertions	alignment_num_deletions	alignment_num_aligned	alignment_num_correct	alignment_identity	alignment_accuracy	alignment_score
b0c22b49-5b14-47d3-bbcf-fafabc4f697c	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4d5b5207-5b8f-41a2-89e5-336d002fe94a	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
89bce4cc-9d29-4e12-806a-3e2287d24a2f	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
fe306aca-ead3-47aa-b8f3-e83fa6b5189b	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
c4c57a15-aa22-4ce2-8655-b49a214b30d6	Salmonella_enterica_16S_3	23	1501	2	1471	101	110	1368	1121	0.819444	0.709943	416
da2e2001-c90e-4c50-8cb8-be35228d51c9	Bacillus_subtilis_16S_4	32	1518	3	1471	60	78	1408	1295	0.919744	0.837646	1530
8db863c8-81d7-452c-8aa8-12da7e84699b	Enterococcus_faecalis_16S_2	266	1526	227	1487	75	75	1185	977	0.824473	0.731835	490
f22a1da3-f1d8-4171-9053-c42ed8d730b2	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
b9158ebf-2be4-4353-b3f2-30afaa089a6c	Escherichia_coli_16S_8	242	1421	211	1356	38	72	1107	894	0.807588	0.734593	480
e2ed3dce-acfb-4009-beea-f0514eb693ed	Staphylococcus_aureus_16S_4	251	1431	286	1419	45	92	1088	909	0.835478	0.742041	536
de9b9929-fbff-40a7-8b6c-196b16449d21	Listeria_monocytogenes_16S_3	28	1517	0	1478	42	53	1436	1317	0.917131	0.860222	1716
6e18b27e-6b51-4932-82cb-bbffcaa928f7	Listeria_monocytogenes_16S_5	257	1429	212	1362	60	82	1090	907	0.83211	0.736201	490
bcbd1cf7-7408-44a0-8356-670e546864f8	Listeria_monocytogenes_16S_6	251	1505	207	1465	44	40	1214	1077	0.88715	0.829738	1226
49a4824c-8ae6-4f81-a1aa-1f68eca88a66	Salmonella_enterica_16S_3	259	1501	249	1457	51	85	1157	968	0.836646	0.748647	588
ac95c878-a4b7-4c78-8b71-b4c1c331ce1d	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
6f1c548c-fb2d-4485-9018-189eafa6dfdb	Escherichia_coli_16S_4	242	1418	219	1383	60	72	1104	896	0.811594	0.724919	436
a85014c1-84b3-43ff-b79a-84f84b0852ff	Enterococcus_faecalis_16S_4	315	1425	258	1343	65	90	1020	813	0.797059	0.691915	164
ef520dd9-807b-4bd4-a045-7acf1dffe0fe	Listeria_monocytogenes_16S_3	28	1517	0	1471	61	79	1410	1239	0.878723	0.799355	1198
dd8bc85f-9c72-430e-9240-72f28ce41c6b	Bacillus_subtilis_16S_2	250	1518	215	1447	56	92	1176	992	0.843537	0.749245	655
c8e25b79-132e-466b-b9cf-53acb091bf2b	*	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
8822eacb-0e69-475e-b018-de676b6aa530	*	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
0376dd87-241e-4beb-b8db-2bbd4a4f841e	Enterococcus_faecalis_16S_3	111	1426	78	1338	45	100	1215	1063	0.874897	0.781618	916
