read_id	alignment_genome	alignment_genome_start	alignment_genome_end	alignment_strand_start	alignment_strand_end	alignment_num_insertions	alignment_num_deletions	alignment_num_aligned	alignment_num_correct	alignment_identity	alignment_accuracy	alignment_score
d1a9475e-69fd-42ad-b795-7c4c6bb47d49	Pseudomonas_aeruginosa_16S_1	226	1440	175	1354	41	76	1138	990	0.869947	0.788845	894
8306cd3a-4c6b-4f69-a1cf-d47fc35268fe	Salmonella_enterica_16S_1	244	1501	236	1491	74	76	1181	964	0.816257	0.724267	400
e24a0d02-1b50-497d-bc7f-5f2ce57cfc4c	Enterococcus_faecalis_16S_3	259	1425	207	1361	73	85	1081	899	0.831637	0.725585	402
4aeaeaa1-3ea0-437a-83e2-2b9babfeed17	Salmonella_enterica_16S_1	283	1410	269	1379	63	80	1047	869	0.82999	0.730252	452
590a110e-c071-498e-8f9a-98da3f3d7564	Enterococcus_faecalis_16S_2	350	1433	301	1360	62	86	997	825	0.827482	0.720524	354
3ecfb892-5c56-426c-92b6-44bb5373918e	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
c289df7e-c02f-45fa-bef7-7ff980b3cabd	Salmonella_enterica_16S_6	25	1501	2	1473	82	87	1389	1167	0.840173	0.749037	740
c3689e3c-53f1-4c9e-bd5b-871778e94b90	Enterococcus_faecalis_16S_4	312	1425	269	1368	66	80	1033	859	0.831559	0.728584	390
6e271b7f-f79c-4f04-885f-75319992ff2f	Enterococcus_faecalis_16S_1	259	1526	183	1389	39	100	1167	1021	0.874893	0.781776	892
ddef9afb-535d-4f79-9f17-ff9d6560f624	Salmonella_enterica_16S_1	235	1501	192	1400	31	89	1177	979	0.831776	0.754819	674
787ac5bd-9401-42dc-add7-1523182b5d2e	Staphylococcus_aureus_16S_3	252	1431	249	1384	51	95	1084	885	0.816421	0.719512	393
0bd4e8bb-bb57-4932-a35a-bf5fd66fe179	Bacillus_subtilis_16S_7	255	1518	218	1459	44	66	1197	1008	0.842105	0.771232	768
e666f81f-0f96-4f3a-94a6-0a35bb9d8240	Pseudomonas_aeruginosa_16S_4	244	1494	192	1401	46	87	1163	1007	0.865864	0.777006	820
66d4bed4-a6a1-46f1-b64a-ef9c2c0f5f0d	Listeria_monocytogenes_16S_3	31	1517	4	1521	55	24	1462	1342	0.917921	0.870863	1814
ae24b2b6-ab2c-4adf-82bc-f287e5ffd4db	Bacillus_subtilis_16S_8	29	1518	0	1480	41	50	1439	1332	0.925643	0.870588	1818
817ca6ca-159c-4b95-887e-6fe29853cf78	*	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
8c42e74e-771c-47ae-8b88-dd0f1e2ca3d2	*	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
f673c6ae-97a8-478f-92ff-36d4ddad4490	Listeria_monocytogenes_16S_4	251	1416	205	1355	37	52	1113	919	0.825696	0.764559	656
5da3f154-eb1c-4198-b07a-ab1701815ae3	Staphylococcus_aureus_16S_5	303	1431	350	1434	39	83	1045	875	0.837321	0.749786	590
82f94a4d-ba6b-44ea-8e52-b593e29d1869	Staphylococcus_aureus_16S_2	33	1520	4	1436	67	122	1365	1131	0.828571	0.727799	568
73c0c260-0b6a-42c8-aa84-dc86c473a784	Bacillus_subtilis_16S_8	32	1418	3	1374	59	74	1312	1138	0.867378	0.787543	998
