read_id	alignment_genome	alignment_genome_start	alignment_genome_end	alignment_strand_start	alignment_strand_end	alignment_num_insertions	alignment_num_deletions	alignment_num_aligned	alignment_num_correct	alignment_identity	alignment_accuracy	alignment_score
0955aca7-d5e9-4945-a401-39c5a6f2e68d	Pseudomonas_aeruginosa_16S_3	19	1486	0	1434	47	80	1387	1215	0.875991	0.80251	1180
ae602775-88ae-461d-a6da-df7b597c2e6a	Bacillus_subtilis_16S_3	240	1518	195	1470	47	50	1228	1041	0.84772	0.78566	880
0a24cf59-6076-441a-8a8b-01d85eeabd64	Staphylococcus_aureus_16S_5	30	1520	0	1426	39	103	1387	1214	0.87527	0.793983	1144
31e05d8b-f55b-423d-8ea8-45a850473baf	Bacillus_subtilis_16S_10	33	1430	4	1365	72	108	1289	1084	0.840962	0.737917	544
bb3ae584-1540-47f1-b3e9-0a612122a68a	Listeria_monocytogenes_16S_6	28	1517	0	1427	55	117	1372	1155	0.841837	0.748057	706
27e96256-4ccc-4616-82ef-3737426b3f16	Pseudomonas_aeruginosa_16S_4	227	1494	216	1457	45	71	1196	1008	0.842809	0.768293	756
30e5f816-b55d-4531-8f76-e8c57bf121ca	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4f8b38e5-1039-4ede-bc52-22df432baa4f	Pseudomonas_aeruginosa_16S_4	228	1494	191	1447	53	63	1203	995	0.827099	0.754359	666
2b6fe0ff-eca7-4e8b-a74e-7d126517fd0f	Listeria_monocytogenes_16S_3	31	1517	3	1461	73	101	1385	1161	0.838267	0.744708	694
1b282a40-78f1-4822-85ac-1c30cc5eace1	Bacillus_subtilis_16S_3	29	1518	0	1475	66	80	1409	1193	0.8467	0.767203	858
3155ab90-deb0-4bcf-822f-ac7aa886facd	Listeria_monocytogenes_16S_1	28	1421	0	1385	65	73	1320	1169	0.885606	0.801783	1150
0b6f14ea-22cf-4da2-a4ff-eba63e269493	Escherichia_coli_16S_2	242	1418	220	1385	81	92	1084	891	0.821956	0.708831	316
f2b5e835-57f3-475d-bc05-37b94a7779fe	Salmonella_enterica_16S_2	244	1501	223	1454	46	72	1185	975	0.822785	0.748273	618
092b1d61-4fc6-4c1e-a930-572505143937	Salmonella_enterica_16S_5	245	1501	214	1481	99	88	1168	946	0.809932	0.698155	198
4ee15b36-34af-4463-847f-ca2ad9d68fd0	Pseudomonas_aeruginosa_16S_1	228	1402	230	1388	49	65	1109	934	0.8422	0.763696	676
6e86bd93-536b-4e58-b81b-9460be038b07	Salmonella_enterica_16S_5	239	1403	218	1345	38	75	1089	912	0.837466	0.758735	642
c6ac7027-0b3f-413d-8244-85d9306faba3	Escherichia_coli_16S_8	314	1508	325	1537	93	75	1119	917	0.819482	0.71251	334
9efce06c-e338-4bda-9aef-39ab34cb6b3c	Pseudomonas_aeruginosa_16S_2	19	1493	0	1433	54	95	1379	1205	0.873822	0.788613	1028
89b4b2aa-cccf-4b02-9b3a-1d9e9806b426	Bacillus_subtilis_16S_6	30	1516	0	1470	62	78	1408	1157	0.821733	0.747416	650
ea76cb09-1f16-4641-bf9c-682085c308d7	Bacillus_subtilis_16S_7	33	1518	4	1454	64	99	1386	1183	0.853535	0.763719	836
02774786-a560-4a66-8a10-23f7136fee3b	Enterococcus_faecalis_16S_4	107	1427	66	1389	78	75	1245	1040	0.835341	0.74392	634
000ce491-e002-46d9-a532-711835882ae0	Listeria_monocytogenes_16S_2	28	1411	0	1390	68	61	1322	1097	0.829803	0.75603	700
bdc6f011-3226-44e0-8cfb-e051a4ac2f94	Bacillus_subtilis_16S_3	32	1518	2	1449	75	114	1372	1183	0.862245	0.757848	816
96ed1b8a-8613-40ed-9266-bad830f7ee18	Enterococcus_faecalis_16S_1	27	1446	1	1398	78	100	1319	1104	0.836998	0.737475	636
e371a974-c478-4704-a462-afde91efefc2	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7972b5c7-580b-4f1a-835d-a4672945e80c	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9a37ab49-0358-46e5-bbf4-30c3a070db4c	Bacillus_subtilis_16S_2	234	1515	168	1392	29	86	1195	1099	0.919665	0.838931	1349
2d99c6bb-be3c-4ef1-85dc-0920c6b17943	Salmonella_enterica_16S_4	239	1421	208	1355	31	66	1116	952	0.853047	0.784831	810
efeda748-b473-421b-a1c9-27cd19a10519	Bacillus_subtilis_16S_3	241	1518	225	1496	56	62	1215	1048	0.862551	0.786197	940
aa3d8fa2-94ce-4642-8d35-a5ec722498f5	Bacillus_subtilis_16S_3	242	1518	189	1401	35	99	1177	989	0.840272	0.754386	662
9a27922e-3924-4943-990c-9c41018acb50	Pseudomonas_aeruginosa_16S_4	223	1494	191	1434	41	69	1202	1050	0.873544	0.800305	1020
bfc3d156-368e-437b-9b35-6baf4fc9bc01	Salmonella_enterica_16S_3	236	1410	217	1373	45	63	1111	947	0.852385	0.776866	742
50286e99-e399-4fbb-a739-25ad80ee55da	Enterococcus_faecalis_16S_2	30	1526	4	1420	57	137	1359	1132	0.832965	0.728912	632
302114a1-f188-4d69-9815-673218052d5f	*	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
e40f1ea1-b02f-4521-8d65-a607aa6ff73c	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
39d3d6f7-8c4f-41aa-bb17-40ac7b1a0d27	Pseudomonas_aeruginosa_16S_3	19	1494	0	1450	43	68	1407	1253	0.890547	0.825428	1404
b4544735-2944-45c9-b383-2c0b282571eb	Staphylococcus_aureus_16S_1	29	1520	0	1451	53	93	1398	1157	0.827611	0.749352	734
228cd515-575f-4a26-8a40-8886bd7113e5	Bacillus_subtilis_16S_7	325	1518	267	1415	46	91	1102	928	0.842105	0.748991	598
9495a2ab-49ec-4170-a895-b91758e6fe1c	Bacillus_subtilis_16S_2	33	1251	4	1149	50	123	1095	935	0.853881	0.737382	544
9516fd92-fb25-4d5b-845e-0c03751f983c	Listeria_monocytogenes_16S_3	28	1416	0	1353	74	109	1279	1038	0.811572	0.709986	362
d6580f26-f8a9-48b0-8736-1e26f5770b09	Bacillus_subtilis_16S_6	240	1518	205	1441	56	98	1180	1007	0.85339	0.754873	678
c859e6a2-d075-43da-b502-538af76e9703	Enterococcus_faecalis_16S_4	29	1406	3	1355	71	96	1281	1071	0.836066	0.739641	540
50944b32-cea7-4a85-b2f5-d85a7904c7f1	Pseudomonas_aeruginosa_16S_4	231	1494	209	1453	57	76	1187	1001	0.843302	0.758333	700
3c4b5b03-1d7c-4648-b456-36bc094fd7a6	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
e8dcbdd6-32ad-4883-9d9a-21cf5ef7e262	Escherichia_coli_16S_5	246	1428	208	1349	38	79	1103	927	0.840435	0.759836	680
4b9adb8d-42fc-4d65-8ee2-73f1f448fc32	Salmonella_enterica_16S_5	26	1501	5	1463	70	87	1388	1166	0.840058	0.754693	790
1c43a633-7058-492d-aebb-82bccefc8d02	Enterococcus_faecalis_16S_2	259	1526	210	1462	42	57	1210	1035	0.855372	0.79068	912
42a4a251-ca2e-43f9-a3c3-576c7cc2fc8a	Pseudomonas_aeruginosa_16S_2	231	1494	219	1484	60	58	1205	985	0.817427	0.74452	590
f9f28b9d-4401-47af-b874-b135cc3b9174	Bacillus_subtilis_16S_6	33	1518	5	1478	81	93	1392	1181	0.84842	0.754151	718
246eb35e-db3d-4057-ae26-a3877405732b	Bacillus_subtilis_16S_7	250	1518	201	1465	61	65	1203	1020	0.84788	0.767494	764
b6e4f6c1-0e57-4d6a-820e-1454d67cacea	Pseudomonas_aeruginosa_16S_3	22	1494	3	1428	83	130	1342	1171	0.872578	0.753055	852
4ccfd2b8-818f-47fe-a1a5-d02c7b0263f5	Salmonella_enterica_16S_1	235	1402	225	1346	35	81	1086	917	0.844383	0.762895	697
aba05edb-744a-47c3-befa-6b47dd664371	Bacillus_subtilis_16S_2	257	1518	228	1453	50	86	1175	987	0.84	0.75286	586
58f77537-e375-4ed4-86e5-55788386fec7	Bacillus_subtilis_16S_3	240	1408	204	1394	72	50	1118	925	0.82737	0.745968	526
136c978b-f5e1-40b6-9d5e-89454a60a54a	Bacillus_subtilis_16S_7	250	1514	200	1427	49	86	1178	986	0.837012	0.750952	630
abda87ec-dfd2-451e-9ee8-0f93e3d245c7	Enterococcus_faecalis_16S_3	303	1466	243	1352	50	104	1059	900	0.849858	0.741962	516
72371a1f-4275-4b38-9060-85bafbbd5325	Pseudomonas_aeruginosa_16S_4	18	1493	0	1462	55	68	1407	1213	0.862118	0.79281	1084
51a3d534-7121-4d5c-a6f0-f3891f873801	Salmonella_enterica_16S_1	280	1501	261	1464	60	78	1143	963	0.84252	0.751756	646
3c8eeba0-2b6f-40f5-838e-0d27b19149e2	Pseudomonas_aeruginosa_16S_1	19	1494	0	1461	75	89	1386	1190	0.858586	0.767742	876
461ff066-1ddf-4607-a9b4-a1334485ab4d	Bacillus_subtilis_16S_6	252	1506	276	1519	46	57	1197	996	0.83208	0.766154	706
36acd438-cd29-4ee3-bed2-0b23f9393749	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
