read_id	alignment_genome	alignment_genome_start	alignment_genome_end	alignment_strand_start	alignment_strand_end	alignment_num_insertions	alignment_num_deletions	alignment_num_aligned	alignment_num_correct	alignment_identity	alignment_accuracy	alignment_score
e6aa9a04-e44d-4496-a2f8-9e0fe1b4a786	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
30cfd9c7-8349-4356-908d-3c9c20975d93	Staphylococcus_aureus_16S_2	29	1514	0	1429	21	77	1408	1363	0.96804	0.905046	2102
0f6451b3-448c-47d0-8f0b-82d2181259f4	Bacillus_subtilis_16S_1	29	1518	0	1487	35	37	1452	1419	0.977273	0.931102	2382
719ad5c7-0d18-47a3-950b-c0377dc89c5c	Staphylococcus_aureus_16S_3	35	1520	6	1512	50	29	1456	1419	0.974588	0.92443	2312
21262fd3-8e25-4695-a8c5-55ceb70e23ef	Pseudomonas_aeruginosa_16S_2	19	1494	0	1454	29	50	1425	1372	0.962807	0.912234	2150
b368be13-5eae-4802-9372-276cd96f002d	Lactobacillus_fermentum_16S_1	21	1536	0	1492	31	54	1461	1361	0.931554	0.880336	1976
616fd786-3955-4b48-a254-0b41354197dd	Staphylococcus_aureus_16S_1	29	1520	0	1445	20	66	1425	1376	0.965614	0.910655	2156
11e5aaee-3146-41ac-a92e-ce84cb98ba5b	Staphylococcus_aureus_16S_6	248	1520	229	1493	27	35	1237	1164	0.940986	0.896074	1756
58c22daa-4369-4236-9c03-d032d4160352	Staphylococcus_aureus_16S_4	103	1520	97	1475	41	80	1337	1213	0.907255	0.831962	1368
dd96ad8f-7e94-4a56-b0c2-5f74a6f539a1	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4a110846-2d2f-4daf-9f78-420c1671e213	Listeria_monocytogenes_16S_3	28	1515	0	1476	70	81	1406	1319	0.938122	0.847142	1644
28ebb827-d6cb-43f4-be5a-fdb86e712a4a	Staphylococcus_aureus_16S_2	30	1520	0	1465	34	59	1431	1342	0.937806	0.880577	1890
bfc9c25c-87fb-4790-a9db-308e4ad835a7	Pseudomonas_aeruginosa_16S_2	19	1494	0	1495	66	46	1429	1396	0.976907	0.905905	2128
39837538-b498-4c89-8e19-d8996ccd1927	Enterococcus_faecalis_16S_3	26	1519	0	1472	29	50	1443	1375	0.952876	0.903417	2100
d6bf79c6-12c2-4af1-a645-41ef005ff2e7	Lactobacillus_fermentum_16S_1	21	1533	0	1489	22	45	1467	1365	0.93047	0.889831	2028
f9672d31-db87-4fc4-82c9-a956254eb0d4	Salmonella_enterica_16S_1	21	1499	0	1488	51	41	1437	1400	0.974252	0.915631	2228
4ba1ce3d-a32b-41bc-8c2b-d6084f641032	Bacillus_subtilis_16S_8	30	1494	0	1416	50	98	1366	1266	0.926794	0.836196	1484
be10f158-6c90-4839-befb-666ea7bb6655	Bacillus_subtilis_16S_5	30	1518	0	1455	31	64	1424	1341	0.941714	0.882818	1900
57104054-c2c9-4b98-a929-f8b394354e44	Salmonella_enterica_16S_6	23	1501	2	1397	48	131	1347	1276	0.94729	0.836173	1578
4daf10a8-e335-4ddb-9c8c-aa51623334e5	Staphylococcus_aureus_16S_2	30	1520	0	1448	19	61	1429	1350	0.944717	0.894632	2016
d6dbf555-b10a-4981-b748-0056e929023d	Salmonella_enterica_16S_2	21	1501	0	1468	47	59	1421	1382	0.972555	0.905043	2120
1e6585dc-6fc4-40c8-81bc-6945c068e710	Listeria_monocytogenes_16S_3	31	1428	3	1393	41	48	1349	1226	0.908821	0.852573	1554
36a86799-d7b7-4f6e-8c92-b441e01da5ef	Salmonella_enterica_16S_3	21	1501	0	1492	53	41	1439	1392	0.967338	0.908023	2140
eac79197-c5cc-4538-91df-69b938541831	Lactobacillus_fermentum_16S_1	21	1536	0	1449	42	108	1407	1284	0.91258	0.824663	1425
65fb2dd2-3223-43fb-b088-073f4f336924	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
43553cce-9c94-48fb-9916-bb4ef51a2eee	Pseudomonas_aeruginosa_16S_1	19	1480	0	1478	48	31	1430	1397	0.976923	0.925779	2304
f8afd548-670b-45e7-91b6-6ba2d5542b71	Staphylococcus_aureus_16S_6	103	1520	94	1479	38	70	1347	1228	0.911656	0.843986	1508
e91cc2d9-3ee5-4b54-b7e8-94a758663ff6	Pseudomonas_aeruginosa_16S_4	18	1494	1	1482	37	32	1444	1407	0.974377	0.929941	2332
e5525870-9a6f-426e-9038-90f3cecbbb28	Bacillus_subtilis_16S_9	29	1518	0	1476	26	39	1450	1393	0.96069	0.919472	2236
390b1158-4d6f-4741-be30-718e6ef97e38	Listeria_monocytogenes_16S_4	39	1505	113	1541	28	66	1400	1327	0.947857	0.88822	1910
25a405f9-a0c8-4aba-bf97-e44aef9298eb	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
035532ca-11a5-4353-a0be-ac4aa69b4c60	Salmonella_enterica_16S_2	21	1501	0	1460	41	61	1419	1294	0.91191	0.850756	1632
90264bd3-ebff-4bfa-9b59-71c7596a658f	Lactobacillus_fermentum_16S_1	23	1534	2	1453	51	111	1400	1293	0.923571	0.827785	1476
5d311861-0237-4c8b-9cdb-0602a35b4e62	Listeria_monocytogenes_16S_6	28	1517	0	1487	50	52	1437	1311	0.912317	0.851852	1658
2873560d-a9c0-4e4a-afca-d4a3046b33e7	Pseudomonas_aeruginosa_16S_3	19	1494	0	1463	33	45	1430	1310	0.916084	0.8687	1764
59bbd380-834d-4408-92ad-67f4027e64a2	Lactobacillus_fermentum_16S_2	21	1546	0	1515	38	48	1477	1440	0.974949	0.921305	2366
68da93c5-b7d7-43a4-b421-0209d57c82f5	Escherichia_coli_16S_2	25	1498	1	1446	33	61	1412	1374	0.973088	0.912351	2152
406fe0ac-3ebb-4816-b06e-ea7dbcd7f652	Listeria_monocytogenes_16S_3	28	1517	0	1472	29	46	1443	1374	0.952183	0.905138	2154
1ea9a91e-2de4-44e3-acfb-8332f07bcfd1	Bacillus_subtilis_16S_5	29	1510	0	1448	36	69	1412	1346	0.953258	0.887278	1954
d5d020bf-4703-4539-ae41-cd20b24da951	Pseudomonas_aeruginosa_16S_1	19	1406	0	1381	30	36	1351	1256	0.929682	0.88638	1832
0b2f823b-e0fe-457a-94ae-0ff8f95c6c6f	Listeria_monocytogenes_16S_6	29	1482	0	1406	31	78	1375	1300	0.945455	0.876011	1806
357b73e1-dc1e-4452-a10f-ded0dff6842a	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5d48a424-da48-4aff-a107-745e36292418	Salmonella_enterica_16S_6	21	1501	0	1483	40	37	1443	1352	0.936937	0.889474	1982
fddb22ca-a5a1-436d-9a66-9ccc7d1b252a	Escherichia_coli_16S_2	243	1508	225	1518	56	28	1237	1151	0.930477	0.87131	1582
733ee8f9-8842-4747-a164-021d4ca101ab	Staphylococcus_aureus_16S_1	29	1520	0	1471	30	50	1441	1351	0.937543	0.888231	1942
7d1c2699-45fe-47c6-b9fd-0e4ccfb89b40	Listeria_monocytogenes_16S_4	28	1517	0	1465	42	66	1423	1343	0.943781	0.877204	1878
3f190db6-4381-475c-8b36-c4c215c07433	Listeria_monocytogenes_16S_4	28	1517	0	1479	27	37	1452	1411	0.971763	0.930739	2362
0b855f59-4efd-4239-a4d3-4db8b8804c31	Lactobacillus_fermentum_16S_1	122	1532	78	1471	40	57	1353	1260	0.931264	0.868966	1710
d68ee324-78be-4201-815f-d1a5f20be10c	Pseudomonas_aeruginosa_16S_3	19	1399	0	1375	62	67	1313	1174	0.894136	0.814147	1238
aacc02f4-21c2-4a66-8e6f-4ec33011077e	Pseudomonas_aeruginosa_16S_2	19	1494	0	1467	40	48	1427	1313	0.920112	0.866667	1770
343193a2-9ca3-4e86-9068-64b16f0c0d6e	Staphylococcus_aureus_16S_4	103	1520	96	1447	42	108	1309	1154	0.881589	0.790953	1032
63dd2705-3b46-4d1f-b03f-9e4698684f1a	Listeria_monocytogenes_16S_1	28	1517	0	1515	44	18	1471	1443	0.980965	0.941292	2498
ceeaf5ac-f5af-4b8d-8deb-a013325db894	Staphylococcus_aureus_16S_4	103	1520	98	1474	31	72	1345	1239	0.92119	0.855663	1576
e6b22e8a-abed-44be-ad4a-55405b1c45e5	Listeria_monocytogenes_16S_2	39	1428	7	1361	32	67	1322	1250	0.945537	0.879662	1746
016a4ce0-c573-4aa8-a636-63b9c0628380	Lactobacillus_fermentum_16S_1	20	1526	0	1466	25	65	1441	1341	0.930604	0.875898	1886
b7309544-d0d9-4508-9053-c33a6f1be34b	Listeria_monocytogenes_16S_3	28	1517	0	1507	46	28	1461	1413	0.967146	0.920521	2290
f3fba1ce-d800-42e8-945c-6668c6b51057	Salmonella_enterica_16S_5	21	1500	0	1448	28	59	1420	1371	0.965493	0.909754	2136
cd7ce97e-33fb-4a5e-b3fa-85f11f0225d2	Escherichia_coli_16S_3	28	1508	0	1423	26	83	1397	1339	0.958482	0.88911	1972
83feed0f-6aa6-43fb-bf12-08a0383949cf	Lactobacillus_fermentum_16S_1	116	1528	74	1458	24	52	1360	1261	0.927206	0.878134	1798
2c0bcdce-8611-4c8f-a4e8-52baef913a64	Staphylococcus_aureus_16S_2	29	1520	0	1596	142	37	1454	1392	0.957359	0.852419	2018
71b6b3cd-fe7a-4687-94dd-682267347f72	Listeria_monocytogenes_16S_2	28	1517	0	1442	18	65	1424	1358	0.953652	0.901128	2086
9c76ee02-bbb9-4b79-986c-81c04bb0c346	Staphylococcus_aureus_16S_2	29	1520	0	1483	54	62	1429	1341	0.938418	0.867961	1846
851cee03-ef4d-4b81-9026-3a7d84b0b095	Pseudomonas_aeruginosa_16S_2	19	1406	0	1360	28	55	1332	1232	0.924925	0.870671	1694
a261d7df-ba22-40e5-9c76-0580b3d6bd4b	Pseudomonas_aeruginosa_16S_3	23	1494	11	1492	45	35	1436	1324	0.922006	0.873351	1844
f9ddb848-e7b8-4d82-9241-914fa25730bd	Staphylococcus_aureus_16S_5	32	1520	3	1492	31	30	1458	1382	0.947874	0.909809	2170
71dd7570-c7a0-49ae-814e-b5f1d3885bed	Bacillus_subtilis_16S_6	29	1518	0	1486	37	40	1449	1402	0.967564	0.918742	2250
493a3a17-42e0-4f2c-8c3d-2d7a5e5a958c	Listeria_monocytogenes_16S_2	28	1509	0	1472	41	50	1431	1331	0.930119	0.874507	1840
3093536e-6cea-4c07-920a-9d9f128ce563	Lactobacillus_fermentum_16S_1	21	1536	0	1516	36	35	1480	1431	0.966892	0.922631	2356
06e19bec-1cc0-41ae-9e26-c7f25b44831a	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
0bea222e-9e08-4774-a7af-1e8520eea44b	Salmonella_enterica_16S_6	21	1501	0	1473	65	72	1408	1334	0.947443	0.86343	1782
fef35309-006f-4710-8a10-d34cc4698af8	Staphylococcus_aureus_16S_2	32	1520	3	1428	17	80	1408	1360	0.965909	0.903654	2086
8ca1e072-a5fa-4e13-b4a2-72e2ffb21a41	Lactobacillus_fermentum_16S_1	21	1536	0	1443	52	124	1391	1297	0.932423	0.827696	1471
93497f3e-662f-4f2a-9dde-fb1aa68734e2	Staphylococcus_aureus_16S_3	34	1520	0	1458	25	53	1433	1404	0.979763	0.929186	2360
5f4670b0-59ba-46ce-b97c-ce5286e66efb	Staphylococcus_aureus_16S_2	29	1424	0	1356	40	79	1316	1195	0.908055	0.832753	1396
