read_id	alignment_genome	alignment_genome_start	alignment_genome_end	alignment_strand_start	alignment_strand_end	alignment_num_insertions	alignment_num_deletions	alignment_num_aligned	alignment_num_correct	alignment_identity	alignment_accuracy	alignment_score
944b5e5e-a1ba-425a-9d26-33a2652827e0	Pseudomonas_aeruginosa_16S_2	227	1491	177	1412	37	66	1198	1055	0.880634	0.810915	1052
21479f7e-baad-43e8-9f92-1fa19a9d9fc2	Salmonella_enterica_16S_1	244	1404	225	1379	43	49	1111	882	0.793879	0.733167	424
7ff8e0f8-0aba-4e66-9362-23a3f0c38ee1	Pseudomonas_aeruginosa_16S_3	19	1494	0	1494	77	58	1417	1223	0.863091	0.788015	1048
89a6238d-a46b-4e9c-9f85-cd6df82275c1	Escherichia_coli_16S_7	305	1425	269	1368	55	76	1044	852	0.816092	0.725106	374
12fb0cd7-ca9c-47bc-a859-c47755cdd6fc	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4844f161-57f2-4972-a0bb-3436ba4eb736	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
68b59a17-1660-46f9-a077-c1721ff73220	*	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
97b60e5a-c045-4d36-bafa-4cad6ef6e714	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5478523b-c3c0-47cc-87fd-3a0296712f17	*	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3d6c5e50-5376-4092-b6bc-b493c5e25071	Listeria_monocytogenes_16S_2	234	1416	203	1349	53	89	1093	899	0.822507	0.727935	394
04555513-4a24-49e0-acde-25cfc0312a76	Bacillus_subtilis_16S_6	28	1506	0	1448	40	70	1408	1236	0.877841	0.814229	1288
9a3fd88f-9916-4eb9-a322-6be881f8970e	Pseudomonas_aeruginosa_16S_1	18	1494	0	1442	57	91	1385	1195	0.862816	0.779517	994
e86d311d-7546-4d0f-a8c2-8181baa6f227	*	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
c2be2c09-530f-4ee6-a2f3-c85854e4ed55	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
370bd7ba-c265-4e27-8668-0f72d41afb40	Staphylococcus_aureus_16S_3	255	1419	206	1346	50	74	1090	903	0.82844	0.743822	502
7c13635b-6970-4784-af65-854524635ebb	Pseudomonas_aeruginosa_16S_1	228	1493	227	1456	40	76	1189	1051	0.883936	0.805364	1074
08215d27-c2be-4118-94fd-f8c185505ed7	Listeria_monocytogenes_16S_5	320	1416	287	1380	47	50	1046	843	0.805927	0.737533	444
935e17fc-a6f0-4dad-b7bb-a97e967b98b1	Pseudomonas_aeruginosa_16S_1	223	1489	164	1413	53	70	1196	1030	0.861204	0.780895	870
965faaff-dc26-423b-9121-7ea3f91db048	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
efc3c72e-0f36-4785-b54c-ac542b78216b	Bacillus_subtilis_16S_6	29	1506	0	1482	72	67	1410	1269	0.9	0.819238	1328
6e7d1dfc-9b14-4988-8031-a3854f99ec20	Bacillus_subtilis_16S_3	252	1518	198	1429	44	79	1187	983	0.828138	0.750382	620
ed565ac8-6250-4c9c-8ac0-856cddc54873	Escherichia_coli_16S_4	28	1508	0	1440	68	108	1372	1157	0.843294	0.747416	722
924306ea-3b6a-4240-931c-90334bea5ccf	Listeria_monocytogenes_16S_3	28	1509	0	1456	30	55	1426	1305	0.915147	0.863666	1716
f07ea8c5-1921-47c1-a86a-d9eaf1d1b711	Staphylococcus_aureus_16S_1	33	1517	4	1461	71	98	1386	1139	0.821789	0.732476	620
21734966-46c1-4769-a288-073162e008d8	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
d87c98cf-a1aa-4363-bf41-8f5e8a9fdd95	Pseudomonas_aeruginosa_16S_3	277	1494	262	1465	38	52	1165	997	0.855794	0.794422	910
13214ee3-cf6c-48eb-acc3-2d73d174115a	Staphylococcus_aureus_16S_1	320	1419	212	1277	57	91	1008	835	0.828373	0.722318	382
8b89be49-443d-41eb-8eaf-181065221401	*	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
