read_id	alignment_genome	alignment_genome_start	alignment_genome_end	alignment_strand_start	alignment_strand_end	alignment_num_insertions	alignment_num_deletions	alignment_num_aligned	alignment_num_correct	alignment_identity	alignment_accuracy	alignment_score
c3f7f27f-4aad-4075-ab22-e9471cabb159	Bacillus_subtilis_16S_1	241	1511	211	1420	39	100	1170	995	0.850427	0.760122	732
3eefa998-b2d0-4002-907d-a9371b53f116	Pseudomonas_aeruginosa_16S_3	19	1494	0	1485	71	61	1414	1227	0.867751	0.793661	1150
3478cf0b-127e-4d4b-be80-c7caa95280e7	Pseudomonas_aeruginosa_16S_1	223	1491	187	1432	72	95	1173	993	0.846547	0.741045	572
3cfde19e-fb7a-4211-a8fa-68a6b3778ba3	Listeria_monocytogenes_16S_3	251	1416	208	1342	57	88	1077	911	0.845868	0.745499	572
ebbdd9a8-3c7c-45f4-9fe7-3d8ee92e22b6	Bacillus_subtilis_16S_4	33	1518	0	1486	61	60	1425	1266	0.888421	0.818887	1318
22ac9cf3-c01b-421c-8730-d673173688b0	Salmonella_enterica_16S_6	239	1403	205	1374	91	86	1078	893	0.828386	0.711554	356
a8de58f9-2db2-406f-b8d5-703ef66ec65e	Bacillus_subtilis_16S_2	29	1518	0	1452	60	97	1392	1207	0.867098	0.779212	1016
7d540fc0-8099-4244-8d61-86b278942bfc	Bacillus_subtilis_16S_5	250	1417	217	1380	69	73	1094	924	0.844607	0.747573	524
abbf3860-1b49-40df-b803-3ea2e92818aa	Listeria_monocytogenes_16S_3	234	1517	184	1450	62	79	1204	1030	0.855482	0.765799	758
9f13fa4b-7f9a-4ccd-a345-9d7c0c25ec63	Bacillus_subtilis_16S_2	31	1518	2	1488	58	59	1428	1328	0.929972	0.859547	1766
a8d70c01-d7ab-491a-b14e-e3eb6e4423fd	Listeria_monocytogenes_16S_2	31	1416	3	1355	68	101	1284	1067	0.830997	0.734343	552
21baa43a-836d-4db2-9561-b8cb983bb375	Listeria_monocytogenes_16S_4	46	1428	16	1379	80	99	1283	1072	0.835542	0.733242	534
cda4a1e7-1243-40c1-88df-cbfc99962441	Pseudomonas_aeruginosa_16S_1	212	1493	161	1436	80	86	1195	1016	0.850209	0.74651	640
4de11f34-4137-499f-9c38-b05304acc706	Bacillus_subtilis_16S_5	97	1518	54	1457	81	99	1322	1116	0.844176	0.743009	672
fe284477-be9d-4b83-b514-2bd4aef5c807	Salmonella_enterica_16S_1	235	1414	202	1362	57	76	1103	906	0.821396	0.73301	406
eaaf032c-2191-4956-86cb-cddf8f467013	Listeria_monocytogenes_16S_5	222	1517	290	1563	42	64	1231	1026	0.833469	0.76739	744
ccbf304f-54c8-40ce-a6a3-c2f3d1a30b9c	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
45d30f7c-3fcb-4d8d-ac8e-8edf1c9d93f8	Pseudomonas_aeruginosa_16S_2	226	1404	170	1264	28	112	1066	913	0.856473	0.757048	676
b0da93ee-bc13-4177-be68-ec71607b6228	Escherichia_coli_16S_4	27	1508	0	1451	38	68	1413	1202	0.850672	0.79131	1108
f0c39e5c-10ee-46e7-a14c-c1218c367b16	Listeria_monocytogenes_16S_2	32	1448	0	1344	50	122	1294	1075	0.830757	0.733288	602
b2223bf2-bf30-42a0-82cd-0848575eb249	Bacillus_subtilis_16S_7	243	1518	185	1433	44	71	1204	1083	0.899502	0.821077	1164
131e0754-c1d3-450d-b914-d9e161ced4c5	Staphylococcus_aureus_16S_1	32	1520	3	1460	46	77	1411	1225	0.868179	0.798566	1148
ee72422c-498f-48ff-a450-5aaf0dff9d7b	Escherichia_coli_16S_4	28	1508	0	1470	38	48	1432	1224	0.854749	0.806324	1212
dbd63442-34f5-4194-82bc-5e2aa5418b2e	Enterococcus_faecalis_16S_4	242	1437	197	1377	28	43	1152	977	0.84809	0.798855	940
