7f06b45a-24f7-489e-ac4d-2ddfe1105c84,1608,182,1043,+,FJ463782.1.1441,1441,176,1012,122,861,0,tp:A:P,cm:i:13,s1:i:118,s2:i:118,dv:f:0.1442,rl:i:816
7f06b45a-24f7-489e-ac4d-2ddfe1105c84,1608,182,1043,+,CP026697.712606.714157,1552,216,1051,122,861,0,tp:A:S,cm:i:13,s1:i:118,dv:f:0.1442,rl:i:816
7f06b45a-24f7-489e-ac4d-2ddfe1105c84,1608,182,1043,+,CP017665.1276159.1277680,1522,209,1044,122,861,0,tp:A:S,cm:i:13,s1:i:118,dv:f:0.1442,rl:i:816
7f06b45a-24f7-489e-ac4d-2ddfe1105c84,1608,182,1043,+,CP026697.582800.584351,1552,216,1051,122,861,0,tp:A:S,cm:i:13,s1:i:118,dv:f:0.1442,rl:i:816
7f06b45a-24f7-489e-ac4d-2ddfe1105c84,1608,182,1043,+,JQ204624.1.1366,1366,189,1027,119,861,0,tp:A:S,cm:i:12,s1:i:116,dv:f:0.1495,rl:i:816
7f06b45a-24f7-489e-ac4d-2ddfe1105c84,1608,182,1043,+,EU560804.1.1495,1495,201,1036,119,861,0,tp:A:S,cm:i:12,s1:i:115,dv:f:0.1495,rl:i:816
7f06b45a-24f7-489e-ac4d-2ddfe1105c84,1608,602,1313,+,KU978347.1.1501,1501,607,1283,93,711,15,tp:A:P,cm:i:10,s1:i:86,s2:i:51,dv:f:0.1568,rl:i:816
7f06b45a-24f7-489e-ac4d-2ddfe1105c84,1608,2,462,+,EF604399.1.1239,1239,11,472,68,467,10,tp:A:P,cm:i:8,s1:i:65,s2:i:0,dv:f:0.1180,rl:i:816
fcc6e729-8f0a-43df-a34d-1bf4c77cfe38,1599,55,1060,+,CP023508.4009105.4010659,1555,84,1052,124,1010,0,tp:A:P,cm:i:11,s1:i:113,s2:i:113,dv:f:0.1529,rl:i:808
fcc6e729-8f0a-43df-a34d-1bf4c77cfe38,1599,55,1060,+,LS483489.4378806.4380336,1531,75,1045,124,1012,0,tp:A:S,cm:i:11,s1:i:113,dv:f:0.1529,rl:i:808
fcc6e729-8f0a-43df-a34d-1bf4c77cfe38,1599,55,1398,+,AE017220.2817349.2818892,1544,75,1376,124,1349,0,tp:A:S,cm:i:11,s1:i:112,dv:f:0.1705,rl:i:808
fcc6e729-8f0a-43df-a34d-1bf4c77cfe38,1599,55,1410,+,CP017972.4580696.4582249,1554,84,1395,120,1361,0,tp:A:S,cm:i:11,s1:i:108,dv:f:0.1715,rl:i:808
fcc6e729-8f0a-43df-a34d-1bf4c77cfe38,1599,55,823,+,CP007262.4259935.4261477,1543,82,830,114,774,0,tp:A:S,cm:i:11,s1:i:107,dv:f:0.1339,rl:i:808
fcc6e729-8f0a-43df-a34d-1bf4c77cfe38,1599,55,1398,+,LHTF01000004.158867.160463,1597,84,1407,109,1349,0,tp:A:S,cm:i:10,s1:i:103,dv:f:0.1769,rl:i:808
fcc6e729-8f0a-43df-a34d-1bf4c77cfe38,1599,724,1459,+,FPID01000027.7.1461,1455,679,1374,93,735,2,tp:A:P,cm:i:9,s1:i:84,s2:i:77,dv:f:0.1489,rl:i:808
d47a6abb-ed3d-45af-a57b-1557bdc5451a,1579,26,1488,+,CP033371.702114.703693,1580,60,1524,694,1486,0,tp:A:P,cm:i:83,s1:i:689,s2:i:687,dv:f:0.0641,rl:i:527
d47a6abb-ed3d-45af-a57b-1557bdc5451a,1579,26,1488,+,CP025592.273495.275074,1580,60,1524,692,1486,0,tp:A:S,cm:i:82,s1:i:687,dv:f:0.0649,rl:i:527
d47a6abb-ed3d-45af-a57b-1557bdc5451a,1579,26,1488,+,AP008937.273501.275068,1568,52,1516,692,1486,0,tp:A:S,cm:i:82,s1:i:687,dv:f:0.0649,rl:i:527
d47a6abb-ed3d-45af-a57b-1557bdc5451a,1579,26,1488,+,AB680185.1.1501,1501,32,1496,692,1486,0,tp:A:S,cm:i:82,s1:i:687,dv:f:0.0646,rl:i:527
d47a6abb-ed3d-45af-a57b-1557bdc5451a,1579,26,1488,+,AP017973.1435046.1436618,1573,56,1520,692,1486,0,tp:A:S,cm:i:82,s1:i:687,dv:f:0.0649,rl:i:527
d47a6abb-ed3d-45af-a57b-1557bdc5451a,1579,26,1488,+,CP011536.296112.297691,1580,60,1524,692,1486,0,tp:A:S,cm:i:82,s1:i:687,dv:f:0.0649,rl:i:527
74ef8e48-5cd4-43c3-952e-8038391f4dd9,1535,32,811,+,EU642891.1.1381,1381,30,827,266,801,0,tp:A:P,cm:i:27,s1:i:262,s2:i:255,dv:f:0.1032,rl:i:546
74ef8e48-5cd4-43c3-952e-8038391f4dd9,1535,32,731,+,JF173141.1.1377,1377,33,756,256,723,0,tp:A:S,cm:i:26,s1:i:255,dv:f:0.0997,rl:i:546
74ef8e48-5cd4-43c3-952e-8038391f4dd9,1535,32,731,+,JF196077.1.1369,1369,33,750,251,717,0,tp:A:S,cm:i:27,s1:i:249,dv:f:0.0972,rl:i:546
74ef8e48-5cd4-43c3-952e-8038391f4dd9,1535,32,1088,+,JF186986.1.1370,1370,33,1113,252,1081,0,tp:A:S,cm:i:25,s1:i:249,dv:f:0.1233,rl:i:546
